assembly_name	status	n_regions	bp_extracted	est_bytes_fetched	seconds	bp_rdna_censat	bp_acro_parm	bp_unplaced_rdna	bp_5S_locus	n_acro_contigs_taken	n_acro_contigs_skipped	n_orientation_reversed	n_orientation_conflict	sequence_refetched	unplaced_tilescan_added	n_unplaced_tilescan_added	5S_method	5S_contig	5S_core	5S_left	5S_right	notes
HG01074_mat_hprc_r2_v1.0.1	ok	35	83626660	19187903	20.9	82433032	70519770	11173025	724697	11	1	3	0	True	HG01074#2#JBHIHX010000024.1,HG01074#2#JBHIHX010000065.1	2	chain_both_flanks	HG01074#2#CM088810.1	223550175-223674872	HG01074#2#CM088810.1:223391855-223550175(+,158222bp)	HG01074#2#CM088810.1:223674872-223875215(+,199497bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 126603 bp)
HG01081_mat_hprc_r2_v1.0.1	ok	39	91680502	20306222	30.8	90712569	78860569	10429197	778508	16	2	6	0	True	HG01081#2#JBHIHH010000033.1	1	chain_both_flanks	HG01081#2#CM088579.1	238101694-238280202	HG01081#2#CM088579.1:237943394-238101694(+,158228bp)	HG01081#2#CM088579.1:238280202-238479856(+,199606bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 189425 bp)
HG01123_mat_hprc_r2_v1.0.1	ok	18	70294616	14778756	1.0	69170177	67266964	583407	832017	8	4	2	1	False		0	chain_both_flanks	HG01123#2#CM089095.1	225150188-225382205	HG01123#2#CM089095.1:224991856-225150188(+,158231bp)	HG01123#2#CM089095.1:225382205-225581847(+,199564bp)	
HG01150_mat_hprc_r2_v1.0.1	ok	22	91698916	21585314	37.8	90743577	88398160	842897	845631	11	2	3	0	True	HG01150#2#JBHIHJ010000050.1	1	chain_both_flanks	HG01150#2#JBHIHJ010000030.1	88116013-88361644	HG01150#2#JBHIHJ010000030.1:87957674-88116013(+,158237bp)	HG01150#2#JBHIHJ010000030.1:88361644-88561982(+,199495bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 59249 bp)
HG01252_mat_hprc_r2_v1.0.1	ok	28	89478138	21235995	5.7	86138321	82397268	5117828	753874	11	1	2	0	False		0	chain_both_flanks	HG01252#2#JBHIHZ010000003.1	90673677-90827551	HG01252#2#JBHIHZ010000003.1:90515435-90673677(+,158134bp)	HG01252#2#JBHIHZ010000003.1:90827551-91027172(+,199538bp)	
HG01358_mat_hprc_r2_v1.0.1	ok	37	82696395	18997568	30.1	81081808	76183756	4524839	778632	14	3	2	0	True	HG01358#2#JAGYZA020000071.1	1	chain_both_flanks	HG01358#2#JAGYZA020000006.1	92362231-92540863	HG01358#2#JAGYZA020000006.1:92204001-92362231(+,158152bp)	HG01358#2#JAGYZA020000006.1:92540863-92740587(+,199339bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 147200 bp)
HG01361_mat_hprc_r2_v1.0.1	ok	37	81143620	18399759	37.0	80238009	73061209	5673648	796535	14	1	8	0	True	HG01361#2#JAGYYW020000018.1	1	chain_both_flanks	HG01361#2#CM089035.1	227443203-227639738	HG01361#2#CM089035.1:227284904-227443203(+,158143bp)	HG01361#2#CM089035.1:227639738-227839348(+,199582bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 109076 bp)
HG01928_mat_hprc_r2_v1.0.1	ok	27	74794570	16353404	21.9	73834183	64384237	7939236	858869	6	1	1	0	True	HG01928#2#JAGYVP020000051.1	1	chain_both_flanks	HG01928#2#CM089000.1	227742854-228001723	HG01928#2#CM089000.1:227584519-227742854(+,158233bp)	HG01928#2#CM089000.1:228001723-228201620(+,199545bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 156841 bp)
HG01934_mat_hprc_r2_v1.0.1	ok	45	82039813	19256283	31.8	80502274	67440811	12206140	780634	13	3	6	0	True	HG01934#2#JBHIIB010000054.1,HG01934#2#JBHIIB010000079.1,HG01934#2#JBHIIB010000081.1	3	chain_both_flanks	HG01934#2#CM088877.1	223756133-223936767	HG01934#2#CM088877.1:223597836-223756133(+,158209bp)	HG01934#2#CM088877.1:223936767-224136403(+,199564bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 423381 bp)
HG01940_mat_hprc_r2_v1.0.1	ok	25	88538606	20355716	21.4	73158701	83365614	2878618	682155	11	0	2	0	True	HG01940#2#JBHIHL010000047.1	1	chain_both_flanks	HG01940#2#CM088658.1	227679118-227761273	HG01940#2#CM088658.1:227520788-227679118(+,158221bp)	HG01940#2#CM088658.1:227761273-227961609(+,199496bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 1967417 bp)
HG01960_mat_hprc_r2_v1.0.1	ok	44	81988181	19065128	23.0	81109051	67684563	12361650	732811	13	1	5	0	True	HG01960#2#JBHIHN010000071.1	1	chain_both_flanks	HG01960#2#JBHIHN010000002.1	227429438-227562249	HG01960#2#JBHIHN010000002.1:227272790-227429438(+,156607bp)	HG01960#2#JBHIHN010000002.1:227562249-227762309(+,199497bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 146319 bp)
HG01969_mat_hprc_r2_v1.0.1	ok	22	75315666	16399967	0.8	74505727	65116091	7777408	809939	8	1	2	0	False		0	chain_both_flanks	HG01969#2#CM088696.1	224459961-224669900	HG01969#2#CM088696.1:224301733-224459961(+,158158bp)	HG01969#2#CM088696.1:224669900-224870229(+,199463bp)	
HG01978_mat_hprc_r2_v1.1.0	ok	39	87101922	19896080	36.6	68936982	75602355	9062190	825149	16	2	4	0	True	HG01978#2#JAGYVS020000029.1,HG01978#2#JAGYVS020000033.1,HG01978#2#JAGYVS020000054.1	3	chain_both_flanks	HG01978#2#CM089270.1	228033288-228258437	HG01978#2#CM089270.1:227874973-228033288(+,158217bp)	HG01978#2#CM089270.1:228258437-228458797(+,199440bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 4872335 bp)
HG02071_mat_hprc_r2_v1.0.1	ok	43	81775237	19488040	35.3	78423160	67081596	12300681	780732	13	1	2	0	True	HG02071#2#JBHIGJ010000032.1	1	chain_both_flanks	HG02071#2#JBHIGJ010000011.1	89928972-90109704	HG02071#2#JBHIGJ010000011.1:89770664-89928972(+,158206bp)	HG02071#2#JBHIGJ010000011.1:90109704-90310083(+,199544bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 2846814 bp)
HG02074_mat_hprc_r2_v1.0.1	ok	25	72702728	16481632	27.4	65712736	65984118	4377188	729194	8	3	1	0	True	HG02074#2#JBHIGL010000072.1	1	chain_both_flanks	HG02074#2#JBHIGL010000012.1	86525962-86655156	HG02074#2#JBHIGL010000012.1:86367613-86525962(+,158245bp)	HG02074#2#JBHIGL010000012.1:86655156-86854774(+,199585bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 2893015 bp)
HG02135_mat_hprc_r2_v1.0.1	ok	46	98291217	23379619	0.8	93184439	88669725	7224183	785081	15	1	5	0	False		0	chain_both_flanks	HG02135#2#JBHIGN010000054.1	92510553-92695634	HG02135#2#JBHIGN010000054.1:92352049-92510553(+,158200bp)	HG02135#2#JBHIGN010000054.1:92695634-92895252(+,199588bp)	
HG02257_mat_hprc_r2_v1.1.0	ok	25	92998392	20127717	20.4	79728017	82860553	7645949	879662	13	1	6	0	True	HG02257#2#JAGYVI020000030.1	1	chain_both_flanks	HG02257#2#JAGYVI020000009.1	92280508-92560170	HG02257#2#JAGYVI020000009.1:92122227-92280508(+,158183bp)	HG02257#2#JAGYVI020000009.1:92560170-92760511(+,199411bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 390713 bp)
HG02668_mat_hprc_r2_v1.0.1	ok	29	85531971	18864581	0.9	71049858	65598328	17515956	805459	13	1	2	0	False		0	chain_both_flanks	HG02668#2#CM088893.1	228954395-229159854	HG02668#2#CM088893.1:228796116-228954395(+,158191bp)	HG02668#2#CM088893.1:229159854-229360059(+,199465bp)	
HG02717_mat_hprc_r2_v1.0.1	ok	47	101514284	21871276	2.1	92440572	88495191	10675966	730899	12	1	4	0	False		0	chain_both_flanks	HG02717#2#JAHAOR020000002.1	89142212-89273111	HG02717#2#JAHAOR020000002.1:88985459-89142212(+,156671bp)	HG02717#2#JAHAOR020000002.1:89273111-89473429(+,199504bp)	
HG02809_mat_hprc_r2_v1.0.1	ok	54	86125028	19201348	1.4	84818602	71800023	11873991	838787	19	3	9	0	False		0	chain_both_flanks	HG02809#2#JBHIGP010000046.1	90402379-90641166	HG02809#2#JBHIGP010000046.1:90244079-90402379(+,158184bp)	HG02809#2#JBHIGP010000046.1:90641166-90841245(+,199491bp)	
HG03017_mat_hprc_r2_v1.0.1	ok	49	77763518	18944088	27.7	76874757	63176958	12195864	778468	14	1	4	0	True	HG03017#2#JBHIIF010000028.1	1	chain_both_flanks	HG03017#2#CM088924.1	220842124-221020592	HG03017#2#CM088924.1:220683762-220842124(+,158216bp)	HG03017#2#CM088924.1:221020592-221220335(+,199394bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (9 screened, 5058045 bp)
HG03041_mat_hprc_r2_v1.0.1	ok	26	80084423	16575344	21.6	78919904	74591497	3481642	802117	16	0	5	0	True	HG03041#2#JBHIHR010000021.1	1	chain_both_flanks	HG03041#2#CM088727.1	228897447-229099564	HG03041#2#CM088727.1:228740678-228897447(+,156704bp)	HG03041#2#CM088727.1:229099564-229300199(+,199414bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 782329 bp)
HG03239_mat_hprc_r2_v1.0.1	ok	36	79325834	18098637	1.7	76989089	65278983	11533129	901494	18	3	6	0	False		0	chain_both_flanks	HG03239#2#JBHIHT010000006.1	84594947-84896441	HG03239#2#JBHIHT010000006.1:84436622-84594947(+,158269bp)	HG03239#2#JBHIHT010000006.1:84896441-85096831(+,199467bp)	
HG03516_mat_hprc_r2_v1.1.0	ok	32	88403756	20171727	3.2	75596071	84472327	1511516	807685	14	4	7	0	False		0	chain_both_flanks	HG03516#2#CM089230.1	230851437-231059122	HG03516#2#CM089230.1:230693106-230851437(+,158241bp)	HG03516#2#CM089230.1:231059122-231258905(+,199417bp)	
HG03804_mat_hprc_r2_v1.0.1	ok	52	89088211	19876480	31.1	88015085	77144890	9503606	827487	19	1	8	0	True	HG03804#2#JBHIGR010000090.1,HG03804#2#JBHIGR010000107.1	2	chain_both_flanks	HG03804#2#JBHIGR010000057.1	86246527-86474014	HG03804#2#JBHIGR010000057.1:86088168-86246527(+,158232bp)	HG03804#2#JBHIGR010000057.1:86474014-86673642(+,199588bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 117628 bp)
HG03942_mat_hprc_r2_v1.0.1	ok	51	79082836	17209428	3.6	77423721	66320814	10246134	903670	17	1	4	0	False		0	chain_both_flanks	HG03942#2#JBHIGT010000001.1	219555969-219859639	HG03942#2#JBHIGT010000001.1:219397638-219555969(+,158217bp)	HG03942#2#JBHIGT010000001.1:219859639-220059971(+,199556bp)	
HG04157_mat_hprc_r2_v1.0.1	ok	27	75618957	19002123	7.9	74384305	69089524	4024133	893072	14	1	3	1	False		0	chain_both_flanks	HG04157#2#CM088436.1	222225637-222518709	HG04157#2#CM088436.1:222067365-222225637(+,158162bp)	HG04157#2#CM088436.1:222518709-222718329(+,199571bp)	
HG04160_mat_hprc_r2_v1.0.1	ok	29	86338834	20236437	22.0	85185376	75606481	8288045	832080	12	0	3	0	True	HG04160#2#JBHIGX010000032.1	1	chain_both_flanks	HG04160#2#CM088445.1	219897395-220129475	HG04160#2#CM088445.1:219739084-219897395(+,158212bp)	HG04160#2#CM088445.1:220129475-220329074(+,199563bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 278416 bp)
HG04204_mat_hprc_r2_v1.0.1	ok	52	81175484	19570096	5.0	80127600	66678736	12148751	735769	12	0	3	0	False		0	chain_flanks_split_contigs			HG04204#2#JBHIGZ010000047.1:229495932-229654271(+,158202bp)	HG04204#2#JBHIGZ010000007.1:50830-251217(+,199542bp)	5S lift partial: chain_flanks_split_contigs
HG04228_mat_hprc_r2_v1.0.1	ok	25	78178993	19008112	20.0	64222887	71845836	3761666	959263	11	1	2	0	True	HG04228#2#JBHIHB010000058.1	1	chain_both_flanks	HG04228#2#CM088505.1	226561496-226920759	HG04228#2#CM088505.1:226403140-226561496(+,158237bp)	HG04228#2#CM088505.1:226920759-227120417(+,199557bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 5248500 bp)
HG00706_mat_hprc_r2_v1.0.1	ok	37	80985864	18485390	22.4	80002243	72070060	6451759	851817	16	2	5	0	True	HG00706#2#JBJXWE010000079.1	1	chain_both_flanks	HG00706#2#CM100055.1	225857482-226109299	HG00706#2#CM100055.1:225699157-225857482(+,158268bp)	HG00706#2#CM100055.1:226109299-226309346(+,199537bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 3181785 bp)
HG03816_mat_hprc_r2_v1.0.1	ok	38	88240315	20537446	29.7	74758935	80519969	5239831	868287	15	0	5	0	True	HG03816#2#JBJXWG010000024.1,HG03816#2#JBJXWG010000069.1	2	chain_both_flanks	HG03816#2#JBJXWG010000015.1	97502681-97770968	HG03816#2#JBJXWG010000015.1:97344351-97502681(+,158227bp)	HG03816#2#JBJXWG010000015.1:97770968-97970589(+,199588bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 219239 bp)
HG00423_mat_hprc_r2_v1.0.1	ok	34	85705695	18235621	31.4	84584230	69593945	13665154	834368	11	1	4	0	True	HG00423#2#JBHIIP010000025.1	1	chain_both_flanks	HG00423#2#JBHIIP010000050.1	94223091-94457459	HG00423#2#JBHIIP010000050.1:94064802-94223091(+,158238bp)	HG00423#2#JBHIIP010000050.1:94457459-94657797(+,199544bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 340727 bp)
HG00544_mat_hprc_r2_v1.0.1	ok	32	80230231	17814295	2.6	76446828	75574145	2334667	709191	15	2	5	0	False		0	chain_both_flanks	HG00544#2#CM089383.1	221727245-221836436	HG00544#2#CM089383.1:221569015-221727245(+,158151bp)	HG00544#2#CM089383.1:221836436-222036059(+,199557bp)	
HG01943_mat_hprc_r2_v1.0.1	ok	33	74764192	18817323	44.8	69807020	64126266	8307723	717975	14	5	4	0	True	HG01943#2#JBHIIL010000023.1,HG01943#2#JBHIIL010000037.1,HG01943#2#JBHIIL010000088.1	3	chain_both_flanks	HG01943#2#JBHIIL010000009.1	86929425-87047400	HG01943#2#JBHIIL010000009.1:86771082-86929425(+,158234bp)	HG01943#2#JBHIIL010000009.1:87047400-87247013(+,199583bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (15 screened, 11386431 bp)
HG02735_mat_hprc_r2_v1.0.1	ok	62	85668562	20154031	30.5	83712912	71653787	11603996	798551	20	0	7	0	True	HG02735#2#JBHIIJ010000027.1,HG02735#2#JBHIIJ010000048.1,HG02735#2#JBHIIJ010000085.1,HG02735#2#JBHIIJ010000107.1	4	chain_both_flanks	HG02735#2#CM089341.1	228108313-228306864	HG02735#2#CM089341.1:227949969-228108313(+,158226bp)	HG02735#2#CM089341.1:228306864-228506491(+,199587bp)	4 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 475933 bp)
HG03225_hap2_hprc_r2_v1.0.1	ok	57	91207032	20452641	16.4	77638435	85200024	3633962	760818	23	2	10	0	True	HG03225#2#JBHIIH010000039.1,HG03225#2#JBHIIH010000040.1	2	chain_both_flanks	HG03225#2#CM089313.1	231671830-231832648	HG03225#2#CM089313.1:231513461-231671830(+,158259bp)	HG03225#2#CM089313.1:231832648-232032313(+,199550bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 212464 bp)
NA19159_hap2_hprc_r2_v1.0.1	ok	35	79322512	18624053	3.1	77788720	74043315	3154878	915151	18	1	3	0	False		0	chain_both_flanks	NA19159#2#CM099958.1	228787991-229103142	NA19159#2#CM099958.1:228629572-228787991(+,158291bp)	NA19159#2#CM099958.1:229103142-229303398(+,199452bp)	
HG00126_hap2_hprc_r2_v1.0.1	ok	33	79986386	19010429	4.1	79277947	70855711	7213068	708439	15	0	4	0	False		0	chain_both_flanks	HG00126#2#CM090120.1	222829298-222937737	HG00126#2#CM090120.1:222672494-222829298(+,156773bp)	HG00126#2#CM090120.1:222937737-223138108(+,199536bp)	
HG00128_hap2_hprc_r2_v1.0.1	ok	35	84453228	19819654	42.8	71376194	72701814	8383614	885714	12	4	3	0	True	HG00128#2#JBHIKT010000038.1,HG00128#2#JBHIKT010000069.1	2	chain_both_flanks	HG00128#2#JBHIKT010000005.1	83780924-84066638	HG00128#2#JBHIKT010000005.1:83622605-83780924(+,158215bp)	HG00128#2#JBHIKT010000005.1:84066638-84266253(+,199585bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 364255 bp)
HG00133_hap2_hprc_r2_v1.0.1	ok	25	82127579	18570450	3.4	78900901	70899855	8667227	948269	14	1	4	1	False		0	chain_both_flanks	HG00133#2#CM090060.1	228857367-229205636	HG00133#2#CM090060.1:228699038-228857367(+,158206bp)	HG00133#2#CM090060.1:229205636-229405551(+,199538bp)	
HG00146_hap2_hprc_r2_v1.0.1	ok	39	112905897	28372429	32.9	74892960	99495516	11042073	756080	19	3	5	0	True	HG00146#2#JBHIKP010000026.1	1	chain_both_flanks	HG00146#2#JBHIKP010000003.1	88079745-88235825	HG00146#2#JBHIKP010000003.1:87921395-88079745(+,158286bp)	HG00146#2#JBHIKP010000003.1:88235825-88436334(+,199492bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 4235207 bp)
HG00232_hap2_hprc_r2_v1.0.1	ok	26	80119551	17071826	1.8	79152414	76538417	1143628	825278	12	2	3	0	False		0	chain_both_flanks	HG00232#2#CM090022.1	230795481-231020759	HG00232#2#CM090022.1:230637151-230795481(+,158231bp)	HG00232#2#CM090022.1:231020759-231220964(+,199468bp)	
HG00290_hap2_hprc_r2_v1.0.1	ok	32	89950502	20733123	0.7	88660103	81722450	5812855	802969	11	0	3	0	False		0	chain_both_flanks	HG00290#2#JBHIKL010000025.1	222911904-223114873	HG00290#2#JBHIKL010000025.1:222753580-222911904(+,158219bp)	HG00290#2#JBHIKL010000025.1:223114873-223314479(+,199577bp)	
HG00320_hap2_hprc_r2_v1.0.1	ok	41	94084341	22120703	3.8	55589563	86186322	5536606	749185	21	2	3	1	False		0	chain_both_flanks	HG00320#2#CM089962.1	224401717-224550902	HG00320#2#CM089962.1:224243372-224401717(+,158236bp)	HG00320#2#CM089962.1:224550902-224750529(+,199584bp)	
HG00321_hap2_hprc_r2_v1.0.1	ok	22	86363623	20284935	2.5	85395136	76930392	6852516	968487	10	1	3	0	False		0	chain_both_flanks	HG00321#2#CM089567.1	221417300-221785787	HG00321#2#CM089567.1:221258954-221417300(+,158323bp)	HG00321#2#CM089567.1:221785787-221986219(+,199523bp)	
HG01786_hap2_hprc_r2_v1.0.1	ok	45	88507066	21529467	33.6	87125258	78899575	7205413	892295	16	2	7	0	True	HG01786#2#JBHIIX010000074.1	1	chain_both_flanks	HG01786#2#JBHIIX010000015.1	84327123-84619418	HG01786#2#JBHIIX010000015.1:84168730-84327123(+,158215bp)	HG01786#2#JBHIIX010000015.1:84619418-84819704(+,199455bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 5336866 bp)
HG02178_hap2_hprc_r2_v1.0.1	ok	22	84564345	19146278	2.5	83711765	76237443	5925153	789521	12	2	5	0	False		0	chain_both_flanks	HG02178#2#CM089934.1	232130553-232320074	HG02178#2#CM089934.1:231972228-232130553(+,158217bp)	HG02178#2#CM089934.1:232320074-232519830(+,199241bp)	
HG02583_hap2_hprc_r2_v1.0.1	ok	31	85171635	19462305	22.7	71939000	73052072	9650524	856812	13	2	3	1	True	HG02583#2#JBHIIV010000055.1	1	chain_both_flanks	HG02583#2#JBHIIV010000036.1	224986368-225243180	HG02583#2#JBHIIV010000036.1:224828077-224986368(+,158194bp)	HG02583#2#JBHIIV010000036.1:225243180-225443536(+,199480bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 361986 bp)
HG03270_hap2_hprc_r2_v1.0.1	ok	36	85373008	19415967	3.9	82453775	80321819	2660547	778414	21	2	6	0	False		0	chain_both_flanks	HG03270#2#CM089910.1	227250282-227428696	HG03270#2#CM089910.1:227091993-227250282(+,158263bp)	HG03270#2#CM089910.1:227428696-227628768(+,199367bp)	
HG03583_hap2_hprc_r2_v1.0.1	ok	32	88261832	19052777	4.8	83820078	81144648	5120649	787367	19	3	3	1	False		0	chain_both_flanks	HG03583#2#JBHIKB010000009.1	88774790-88962157	HG03583#2#JBHIKB010000009.1:88616452-88774790(+,158233bp)	HG03583#2#JBHIKB010000009.1:88962157-89162538(+,199556bp)	
HG03874_hap2_hprc_r2_v1.0.1	ok	26	80193566	16782348	26.6	74975911	75818894	2324165	841339	12	0	3	0	True	HG03874#2#JBHIIT010000067.1	1	chain_both_flanks	HG03874#2#CM089470.1	227221235-227462574	HG03874#2#CM089470.1:227062991-227221235(+,158160bp)	HG03874#2#CM089470.1:227462574-227662190(+,199515bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 178440 bp)
NA18505_hap2_hprc_r2_v1.0.1	ok	33	84705953	18871619	2.7	82268796	69827480	12147298	1118948	17	1	4	0	False		0	chain_both_flanks	NA18505#2#JBHIJZ010000009.1	93312796-93831744	NA18505#2#JBHIJZ010000009.1:93154446-93312796(+,158247bp)	NA18505#2#JBHIJZ010000009.1:93831744-94032005(+,199454bp)	
NA18508_hap2_hprc_r2_v1.0.1	ok	29	113475261	26506917	45.1	76082142	100675198	10326584	861251	17	0	6	2	True	NA18508#2#JBHIJH010000034.1	1	chain_both_flanks	NA18508#2#JBHIJH010000007.1	223930719-224191970	NA18508#2#JBHIJH010000007.1:223772383-223930719(+,158250bp)	NA18508#2#JBHIJH010000007.1:224191970-224391925(+,199486bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 531868 bp)
NA18608_hap2_hprc_r2_v1.0.1	ok	32	77124986	18274616	33.6	75948681	71727108	3011800	773850	13	1	6	0	True	NA18608#2#JBHIJX010000053.1,NA18608#2#JBHIJX010000058.1	2	chain_both_flanks	NA18608#2#CM089849.1	229584130-229757980	NA18608#2#CM089849.1:229425790-229584130(+,158234bp)	NA18608#2#CM089849.1:229757980-229958350(+,199462bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 1902494 bp)
NA18620_hap2_hprc_r2_v1.0.1	ok	42	100410426	23572918	60.9	82854618	83635894	14363464	798840	21	5	3	0	True	NA18620#2#JBHIJV010000058.1,NA18620#2#JBHIJV010000096.1	2	chain_both_flanks	NA18620#2#CM089828.1	228027950-228226790	NA18620#2#CM089828.1:227869709-228027950(+,158151bp)	NA18620#2#CM089828.1:228226790-228426441(+,199568bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 406874 bp)
NA18952_hap2_hprc_r2_v1.0.1	ok	33	91472639	20996897	22.8	76374248	84689544	4392280	778587	17	1	5	0	True	NA18952#2#JBHIJT010000068.1	1	chain_both_flanks	NA18952#2#CM089808.1	227974526-228153113	NA18952#2#CM089808.1:227816215-227974526(+,158206bp)	NA18952#2#CM089808.1:228153113-228353478(+,199493bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 99371 bp)
NA18974_hap2_hprc_r2_v1.0.1	ok	35	81206834	18721489	21.3	66020310	70675042	8129688	789876	16	4	7	0	True	NA18974#2#JBHIJR010000030.1,NA18974#2#JBHIJR010000071.1	2	chain_both_flanks	NA18974#2#JBHIJR010000004.1	116054826-116244702	NA18974#2#JBHIJR010000004.1:115896507-116054826(+,158241bp)	NA18974#2#JBHIJR010000004.1:116244702-116444633(+,199516bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 388386 bp)
NA18976_hap2_hprc_r2_v1.0.1	ok	29	101634826	23355459	2.2	88727257	93745674	5516272	760652	16	1	6	0	False		0	chain_both_flanks	NA18976#2#JBHIJP010000006.1	94675853-94836505	NA18976#2#JBHIJP010000006.1:94517534-94675853(+,158216bp)	NA18976#2#JBHIJP010000006.1:94836505-95036214(+,199609bp)	
NA19036_hap2_hprc_r2_v1.0.1	ok	37	93928944	21220690	17.3	78405671	88725436	2712072	879209	15	5	6	0	True	NA19036#2#JBHIJN010000024.1	1	chain_both_flanks	NA19036#2#JBHIJN010000038.1	227472285-227751494	NA19036#2#JBHIJN010000038.1:227314098-227472285(+,158118bp)	NA19036#2#JBHIJN010000038.1:227751494-227951380(+,199438bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 654437 bp)
NA19443_hap2_hprc_r2_v1.0.1	ok	28	72727934	16154852	0.9	72001499	68378046	2011225	726435	10	4	4	0	False		0	chain_both_flanks	NA19443#2#CM089458.1	223413074-223539509	NA19443#2#CM089458.1:223256340-223413074(+,156694bp)	NA19443#2#CM089458.1:223539509-223739954(+,199501bp)	
NA19700_hap2_hprc_r2_v1.0.1	ok	31	82633140	19923612	2.7	76436299	74173874	6048406	798632	13	0	6	0	False		0	chain_both_flanks	NA19700#2#CM089634.1	225983550-226182182	NA19700#2#CM089634.1:225825236-225983550(+,158194bp)	NA19700#2#CM089634.1:226182182-226381868(+,199557bp)	
NA20870_hap2_hprc_r2_v1.0.1	ok	41	88107306	21099017	2.5	74996642	79206801	6487387	800890	16	1	5	0	False		0	chain_both_flanks	NA20870#2#JBHIJL010000051.1	98607275-98808165	NA20870#2#JBHIJL010000051.1:98449013-98607275(+,158159bp)	NA20870#2#JBHIJL010000051.1:98808165-99007757(+,199523bp)	
NA21093_hap2_hprc_r2_v1.0.1	ok	45	82951583	19063449	21.2	80395610	74676705	5810425	852225	20	5	5	0	True	NA21093#2#JBHIJD010000073.1,NA21093#2#JBHIJD010000082.1	2	chain_both_flanks	NA21093#2#CM089607.1	221911000-222163225	NA21093#2#CM089607.1:221752663-221911000(+,158267bp)	NA21093#2#CM089607.1:222163225-222363675(+,199516bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 360959 bp)
NA21106_hap2_hprc_r2_v1.0.1	ok	30	84146867	19509684	21.8	82335178	77395514	4286991	852134	15	2	6	0	True	NA21106#2#JBHIJB010000026.1	1	chain_both_flanks	NA21106#2#CM089583.1	225237629-225489763	NA21106#2#CM089583.1:225075656-225237629(+,156281bp)	NA21106#2#CM089583.1:225489763-225689469(+,199389bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 2544924 bp)
NA21110_hap2_hprc_r2_v1.0.1	ok	31	92986640	20586116	2.3	92188132	80194548	10446202	733663	14	1	7	0	False		0	chain_both_flanks	NA21110#2#CM089678.1	230780735-230914398	NA21110#2#CM089678.1:230622391-230780735(+,158287bp)	NA21110#2#CM089678.1:230914398-231114786(+,199480bp)	
HG02392_hap2_hprc_r2_v1.0.1	ok	48	80503720	19125294	27.1	59758534	64685911	13380091	825490	18	2	3	1	True	HG02392#2#JBHIKF010000026.1	1	chain_both_flanks	HG02392#2#CM099889.1	235581389-235806879	HG02392#2#CM099889.1:235423078-235581389(+,158211bp)	HG02392#2#CM099889.1:235806879-236006555(+,199573bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 4613083 bp)
